Candidate	Party	Rank	Gender	Norwegian	Ethnicity	Birth Year	Priority	County	Code	Municipality
Bjørnar Roald Hågensen	SP	4	Male	Norsk		1946	YES	Finnmark Finnmárku	2015	Hasvik
Hege Sørensen	SP	5	Female	Norsk		1967	NO	Finnmark Finnmárku	2015	Hasvik
Bjarne H. Pettersen	SP	6	Male	Norsk		1935	NO	Finnmark Finnmárku	2015	Hasvik
Marlene Angell Jakobsen	SP	7	Female	Norsk		1983	NO	Finnmark Finnmárku	2015	Hasvik
Dagfinn Johansen	SP	8	Male	Norsk		1951	NO	Finnmark Finnmárku	2015	Hasvik
Hans-Jånny Hansen	SP	9	Male	Norsk		1954	NO	Finnmark Finnmárku	2015	Hasvik
Edvin J. Wallmann	SP	10	Male	Norsk		1961	NO	Finnmark Finnmárku	2015	Hasvik
Kenneth Fagerheim	SP	11	Male	Norsk		1978	NO	Finnmark Finnmárku	2015	Hasvik
Kjell Gunnar Pettersen Johansen	SP	12	Male	Norsk		1979	NO	Finnmark Finnmárku	2015	Hasvik
Maylen Kristiansen	SP	13	Female	Norsk		1994	NO	Finnmark Finnmárku	2015	Hasvik
Even Antonsen	SP	14	Male	Norsk		1985	NO	Finnmark Finnmárku	2015	Hasvik
Svein Vidar Hansen	SP	15	Male	Norsk		1989	NO	Finnmark Finnmárku	2015	Hasvik
Inga Kristine Sara	SP	16	Female	Norsk		1961	NO	Finnmark Finnmárku	2015	Hasvik
Håkon Johan Johansen	SP	17	Male	Norsk		1951	NO	Finnmark Finnmárku	2015	Hasvik
Jan Egil Larsen	SP	18	Male	Norsk		1951	NO	Finnmark Finnmárku	2015	Hasvik
Robert Stensgård Westberg	SP	19	Male	Norsk		1987	NO	Finnmark Finnmárku	2015	Hasvik
Rune Thomassen	SP	20	Male	Norsk		1966	NO	Finnmark Finnmárku	2015	Hasvik
Odd Ivar Gladsø	H	1	Male	Norsk		1958	YES	Finnmark Finnmárku	2015	Hasvik
Steinar Mikalsen	H	2	Male	Norsk		1964	NO	Finnmark Finnmárku	2015	Hasvik
Susanne Hansen	H	3	Female	Norsk		1993	NO	Finnmark Finnmárku	2015	Hasvik
Steinar Gamst Christensen	H	4	Male	Norsk		1971	NO	Finnmark Finnmárku	2015	Hasvik
Kurt Henry Nilssen	H	5	Male	Norsk		1971	NO	Finnmark Finnmárku	2015	Hasvik
Renate Kristiansen	H	6	Female	Norsk		1987	NO	Finnmark Finnmárku	2015	Hasvik
Thomas Hansen	H	7	Male	Norsk		1995	NO	Finnmark Finnmárku	2015	Hasvik
Rigmor Vally Sandvik Einan	H	8	Female	Norsk		1957	NO	Finnmark Finnmárku	2015	Hasvik
Trond Roger Pedersen	H	9	Male	Norsk		1969	NO	Finnmark Finnmárku	2015	Hasvik
Andreas Sandvik Mikalsen	H	10	Male	Norsk		1992	NO	Finnmark Finnmárku	2015	Hasvik
Elizabeth Hannevig Karlsen	H	11	Female	Norsk		1945	NO	Finnmark Finnmárku	2015	Hasvik
Terje Magnar Einan	H	12	Male	Norsk		1956	NO	Finnmark Finnmárku	2015	Hasvik
Kjell Erik Skølt	AP	1	Male	Norsk		1966	YES	Buskerud	0618	Hemsedal
Janne Merete Brøndbo	AP	2	Female	Norsk		1972	YES	Buskerud	0618	Hemsedal
Olav Syversbråten	AP	3	Male	Norsk		1969	NO	Buskerud	0618	Hemsedal
Emma Jansson	AP	4	Female	Norsk		1975	NO	Buskerud	0618	Hemsedal
Stein Kåre Bråthen	AP	5	Male	Norsk		1968	NO	Buskerud	0618	Hemsedal
Helene Sagabråten	AP	6	Female	Norsk		1965	NO	Buskerud	0618	Hemsedal
Anders Solbakken	AP	7	Male	Norsk		1987	NO	Buskerud	0618	Hemsedal
Vita Kristin Nymoen	AP	8	Female	Norsk		1968	NO	Buskerud	0618	Hemsedal
Geir Øvrejorde Carlström	AP	9	Male	Norsk		1975	NO	Buskerud	0618	Hemsedal
Erika Myrsell	AP	10	Female	Norsk		1963	NO	Buskerud	0618	Hemsedal
Einar Ellseth	AP	11	Male	Norsk		1959	NO	Buskerud	0618	Hemsedal
Mona Syversbråten	AP	12	Female	Norsk		1967	NO	Buskerud	0618	Hemsedal
Øivind Sagabråten	AP	13	Male	Norsk		1945	NO	Buskerud	0618	Hemsedal
Sofia Norman	AP	14	Female	Norsk		1977	NO	Buskerud	0618	Hemsedal
Vidar Erik Berg	AP	15	Male	Norsk		1953	NO	Buskerud	0618	Hemsedal
Jette Lassen Ellseth	AP	16	Female	Norsk		1963	NO	Buskerud	0618	Hemsedal
Sverre Halbjørhus	FRP	1	Male	Norsk		1955	YES	Buskerud	0618	Hemsedal
Marianne Kjernaas	FRP	2	Female	Norsk		1973	YES	Buskerud	0618	Hemsedal
Jarle Strandberg	FRP	3	Male	Norsk		1967	NO	Buskerud	0618	Hemsedal
Bente Anita Heggem Embre	FRP	4	Female	Norsk		1964	NO	Buskerud	0618	Hemsedal
Øyvind Thorset	FRP	5	Male	Norsk		1975	NO	Buskerud	0618	Hemsedal
Thorleif Furuhaug	FRP	6	Male	Norsk		1952	NO	Buskerud	0618	Hemsedal
Trym Klingenberg	FRP	7	Male	Norsk		1967	NO	Buskerud	0618	Hemsedal
Marianne Byman Grøthe	FRP	8	Female	Norsk		1967	NO	Buskerud	0618	Hemsedal
Erik Trå	FRP	9	Male	Norsk		1980	NO	Buskerud	0618	Hemsedal
Pål Jensen	FRP	10	Male	Norsk		1968	NO	Buskerud	0618	Hemsedal
Tronn Inge Tuv	FRP	11	Male	Norsk		1970	NO	Buskerud	0618	Hemsedal
Oddbjørn Embre	FRP	12	Male	Norsk		1963	NO	Buskerud	0618	Hemsedal
Morten Gulbrandsen	FRP	13	Male	Norsk		1960	NO	Buskerud	0618	Hemsedal
Bernt Müller	FRP	14	Male	Norsk		1946	NO	Buskerud	0618	Hemsedal
Tor Grøthe	FRP	15	Male	Norsk		1968	NO	Buskerud	0618	Hemsedal
Ingrid Kathrin Ingebrigtsen	FRP	16	Female	Norsk		1983	NO	Buskerud	0618	Hemsedal
Petter Owesen	HBL	1	Male	Norsk		1971	YES	Buskerud	0618	Hemsedal
Marit Foss	HBL	2	Female	Norsk		1975	YES	Buskerud	0618	Hemsedal
Jørgen Aamot	HBL	3	Male	Norsk		1974	NO	Buskerud	0618	Hemsedal
Ola Anderdal	HBL	4	Male	Norsk		1966	NO	Buskerud	0618	Hemsedal
Randi Flaget	HBL	5	Female	Norsk		1963	NO	Buskerud	0618	Hemsedal
Odd Magne Anderdal	HBL	6	Male	Norsk		1966	NO	Buskerud	0618	Hemsedal
Torbjørn Ålrust	HBL	7	Male	Norsk		1951	NO	Buskerud	0618	Hemsedal
Inger Lill Solberg	HBL	8	Female	Norsk		1963	NO	Buskerud	0618	Hemsedal
Erik Magnetun	HBL	9	Male	Norsk		1971	NO	Buskerud	0618	Hemsedal
Per-Erik Sæther	HBL	10	Male	Norsk		1967	NO	Buskerud	0618	Hemsedal
Karin Follesø	HBL	11	Female	Norsk		1969	NO	Buskerud	0618	Hemsedal
Hege Strand Føynum	HBL	12	Female	Norsk		1974	NO	Buskerud	0618	Hemsedal
Syver Tuv	HBL	13	Male	Norsk		1945	NO	Buskerud	0618	Hemsedal
Anne Ulsaker Bækken	HBL	14	Female	Norsk		1946	NO	Buskerud	0618	Hemsedal
Åge Haga	HBL	15	Male	Norsk		1946	NO	Buskerud	0618	Hemsedal
Ola Magne Kirkebøen	HBL	16	Male	Norsk		1953	NO	Buskerud	0618	Hemsedal
Magne Thorset	HBL	17	Male	Norsk		1958	NO	Buskerud	0618	Hemsedal
Sigrid Flaget	HBL	18	Female	Norsk		1961	NO	Buskerud	0618	Hemsedal
Vidar Ødegård	HBL	19	Male	Norsk		1964	NO	Buskerud	0618	Hemsedal
Per Magnar Tømmervold	HBL	20	Male	Norsk		1965	NO	Buskerud	0618	Hemsedal
Petter Brennhovd	HBL	21	Male	Norsk		1976	NO	Buskerud	0618	Hemsedal
Odd Holde	H	1	Male	Norsk		1949	YES	Buskerud	0618	Hemsedal
Maria Jartman	H	2	Female	Norsk		1977	YES	Buskerud	0618	Hemsedal
Ove Fekene	H	3	Male	Norsk		1957	NO	Buskerud	0618	Hemsedal
Camilla Cecilie Underland	H	4	Female	Norsk		1976	NO	Buskerud	0618	Hemsedal
Jørgen von Tangen	H	5	Male	Non	German	1979	NO	Buskerud	0618	Hemsedal
Irene Wachek	H	6	Female	Non	West Slavic	1964	NO	Buskerud	0618	Hemsedal
Stian Møllerplass	H	7	Male	Norsk		1977	NO	Buskerud	0618	Hemsedal
Marian Aina Melkevik	H	8	Female	Norsk		1967	NO	Buskerud	0618	Hemsedal
Lars Erik Eikre	H	9	Male	Norsk		1985	NO	Buskerud	0618	Hemsedal
Cathrine Siljebøl	H	10	Female	Norsk		1974	NO	Buskerud	0618	Hemsedal
Jan Erik Dietrichson	H	11	Male	Norsk		1967	NO	Buskerud	0618	Hemsedal
Hanne Berit Morud	H	12	Female	Norsk		1982	NO	Buskerud	0618	Hemsedal
Terje Skulstad	H	13	Male	Norsk		1982	NO	Buskerud	0618	Hemsedal
Rebecca Elizabeth Loos	H	14	Female	Norsk		1977	NO	Buskerud	0618	Hemsedal
Andreas Smith-Erichsen	H	15	Male	Norsk		1964	NO	Buskerud	0618	Hemsedal
Anna Fehrm	H	16	Female	Norsk		1983	NO	Buskerud	0618	Hemsedal
Geir Møllerplass	H	17	Male	Norsk		1986	NO	Buskerud	0618	Hemsedal
Christer Carlsen	H	18	Male	Norsk		1971	NO	Buskerud	0618	Hemsedal
Kåre Haug	H	19	Male	Norsk		1981	NO	Buskerud	0618	Hemsedal
Olav Støyten	KRF	1	Male	Norsk		1963	YES	Buskerud	0618	Hemsedal
Solveig Juven Gjærde	KRF	2	Female	Norsk		1967	NO	Buskerud	0618	Hemsedal
Ingar Nergård	KRF	3	Male	Norsk		1962	NO	Buskerud	0618	Hemsedal
Monika Mythe Randar	KRF	4	Female	Norsk		1974	NO	Buskerud	0618	Hemsedal
Helge Haraldset Hafsås	KRF	5	Male	Norsk		1976	NO	Buskerud	0618	Hemsedal
Margun Høydal Mythe	KRF	6	Female	Norsk		1962	NO	Buskerud	0618	Hemsedal
Elin Ruud	KRF	7	Female	Norsk		1976	NO	Buskerud	0618	Hemsedal
Inger Marie Engene	KRF	8	Female	Norsk		1962	NO	Buskerud	0618	Hemsedal
Ole Juven	KRF	9	Male	Norsk		1935	NO	Buskerud	0618	Hemsedal
Gunnhild Hals	KRF	10	Female	Norsk		1978	NO	Buskerud	0618	Hemsedal
Jon Thorset	KRF	11	Male	Norsk		1942	NO	Buskerud	0618	Hemsedal
Oddvar Grøthe	SP	1	Male	Norsk		1952	YES	Buskerud	0618	Hemsedal
Pål Terje Rørby	SP	2	Male	Norsk		1971	YES	Buskerud	0618	Hemsedal
Marianne Viljugrein	SP	3	Female	Norsk		1968	NO	Buskerud	0618	Hemsedal
Tove Eggen Lien	SP	4	Female	Norsk		1958	NO	Buskerud	0618	Hemsedal
Torstein Tuv	SP	5	Male	Norsk		1984	NO	Buskerud	0618	Hemsedal
Anita Bækken	SP	6	Female	Norsk		1968	NO	Buskerud	0618	Hemsedal
Rebekka Rørby	SP	7	Female	Norsk		1995	NO	Buskerud	0618	Hemsedal
Torjus Lien	SP	8	Male	Norsk		1986	NO	Buskerud	0618	Hemsedal
Kristin Mythe Eitrheim	SP	9	Female	Norsk		1982	NO	Buskerud	0618	Hemsedal
Ove Yrstad Vøllo	SP	10	Male	Norsk		1985	NO	Buskerud	0618	Hemsedal
Nina Oleanne Ulsaker	SP	11	Female	Norsk		1963	NO	Buskerud	0618	Hemsedal
Anders Snildal	SP	12	Male	Norsk		1977	NO	Buskerud	0618	Hemsedal
Karin Vøllo	SP	13	Female	Norsk		1984	NO	Buskerud	0618	Hemsedal
Nils Erik Finset	SP	14	Male	Norsk		1977	NO	Buskerud	0618	Hemsedal
Hilde Yrstad Vøllo	SP	15	Female	Norsk		1987	NO	Buskerud	0618	Hemsedal
Olav Huso	SP	16	Male	Norsk		1957	NO	Buskerud	0618	Hemsedal
Ole Magne Embre	SP	17	Male	Norsk		1959	NO	Buskerud	0618	Hemsedal
Torgunn Grøndalen Huso	SP	18	Female	Norsk		1967	NO	Buskerud	0618	Hemsedal
Anders Olav Vøllo	SP	19	Male	Norsk		1956	NO	Buskerud	0618	Hemsedal
Kjell Reidar Kristiansen	SP	20	Male	Norsk		1953	NO	Buskerud	0618	Hemsedal
Ellen Margrethe Stabursvik	SV	1	Female	Norsk		1974	YES	Buskerud	0618	Hemsedal
Arnt Egil Skansen	SV	2	Male	Norsk		1972	YES	Buskerud	0618	Hemsedal
Siw Gulbrandsen	SV	3	Female	Norsk		1974	NO	Buskerud	0618	Hemsedal
Lissy Kildahl Josefsen	SV	4	Female	Norsk		1955	NO	Buskerud	0618	Hemsedal
Anders Walle Lindholdt	SV	5	Male	Norsk		1983	NO	Buskerud	0618	Hemsedal
Kjell Snerte	SV	6	Male	Norsk		1938	NO	Buskerud	0618	Hemsedal
Judith Hannele Aakre	SV	7	Female	Norsk		1983	NO	Buskerud	0618	Hemsedal
Margit Fausko	SV	8	Female	Norsk		1993	NO	Buskerud	0618	Hemsedal
Tori Johanna Snerte	SV	9	Female	Norsk		1971	NO	Buskerud	0618	Hemsedal
Mette Maseng	SV	10	Female	Norsk		1972	NO	Buskerud	0618	Hemsedal
Ellen Marie Larsen	SV	11	Female	Norsk		1979	NO	Buskerud	0618	Hemsedal
Ingunn Haug	SV	12	Female	Norsk		1987	NO	Buskerud	0618	Hemsedal
Ellen Kure	SV	13	Female	Norsk		1973	NO	Buskerud	0618	Hemsedal
Leika Noppenau	SV	14	Female	Non	Finnish	1978	NO	Buskerud	0618	Hemsedal
Frank Jonsrud	SV	15	Male	Norsk		1953	NO	Buskerud	0618	Hemsedal
Steinar Bleken	V	1	Male	Norsk		1960	YES	Buskerud	0618	Hemsedal
Hege Austheim Jacobsen	V	2	Female	Norsk		1972	YES	Buskerud	0618	Hemsedal
Jan PB Rutgerson	V	3	Male	Norsk		1957	NO	Buskerud	0618	Hemsedal
Tor Andreas Plejdrup-Skillestad	V	4	Male	Norsk		1974	NO	Buskerud	0618	Hemsedal
Janne Bjørnsen	V	5	Female	Norsk		1967	NO	Buskerud	0618	Hemsedal
Thomas Nergård	V	6	Male	Norsk		1986	NO	Buskerud	0618	Hemsedal
Gjermund Lien	V	7	Male	Norsk		1990	NO	Buskerud	0618	Hemsedal
Janka Ekrem Holstad	AP	1	Female	Non	Hebrew	1970	YES	Akershus	0235	Ullensaker
Eyvind Jørgensen Schumacher	AP	2	Male	Norsk		1983	YES	Akershus	0235	Ullensaker
Arne Arnesen	AP	3	Male	Norsk		1945	YES	Akershus	0235	Ullensaker
Irene Kristoffersen Furulund	AP	4	Female	Norsk		1961	YES	Akershus	0235	Ullensaker
Asbjørn Anders Gundersen	AP	5	Male	Norsk		1951	YES	Akershus	0235	Ullensaker
Lena Anett Lund	AP	6	Female	Norsk		1973	YES	Akershus	0235	Ullensaker
Linda Katrine Tveit	AP	7	Female	Norsk		1985	NO	Akershus	0235	Ullensaker
Magnus Michael Bengtsson	AP	8	Male	Norsk		1995	NO	Akershus	0235	Ullensaker
Toril Norgren Håkonsen	AP	9	Female	Norsk		1970	NO	Akershus	0235	Ullensaker
Per-Egil Hagelia	AP	10	Male	Norsk		1982	NO	Akershus	0235	Ullensaker
Beathe Christensen	AP	11	Female	Norsk		1971	NO	Akershus	0235	Ullensaker
Åge Johannes Hamang	AP	12	Male	Norsk		1943	NO	Akershus	0235	Ullensaker
Britt Othilie Knutsen	AP	13	Female	Norsk		1963	NO	Akershus	0235	Ullensaker
Mohammad Sarwar Anjum	AP	14	Male	Non	Persian	1954	NO	Akershus	0235	Ullensaker
Emell El-Chelebi	AP	15	Female	Non	Turkish	1967	NO	Akershus	0235	Ullensaker
Svein Tore Olsen	AP	16	Male	Norsk		1952	NO	Akershus	0235	Ullensaker
Sonja Gangåssæter	AP	17	Female	Norsk		1965	NO	Akershus	0235	Ullensaker
Kristoffer Håkon Håkonsen	AP	18	Male	Norsk		1996	NO	Akershus	0235	Ullensaker
Karen Marie Håkonsen	AP	19	Female	Norsk		1991	NO	Akershus	0235	Ullensaker
Håvard Uhlen	AP	20	Male	Norsk		1939	NO	Akershus	0235	Ullensaker
Vinjar Tufte	AP	21	Male	Norsk		1954	NO	Akershus	0235	Ullensaker
Eli Sundseth	AP	22	Female	Norsk		1966	NO	Akershus	0235	Ullensaker
Ola Petter Flem	AP	23	Male	Norsk		1969	NO	Akershus	0235	Ullensaker
Bjørg Nitteberg Sørensen	AP	24	Female	Norsk		1951	NO	Akershus	0235	Ullensaker
Saif Ur Rehman	AP	25	Male	Non	Arabic	1977	NO	Akershus	0235	Ullensaker
Solveig Johanne Hjelpdal	AP	26	Female	Norsk		1940	NO	Akershus	0235	Ullensaker
Erling Thorleif Sjølie	AP	27	Male	Norsk		1947	NO	Akershus	0235	Ullensaker
Unni Lisbeth Lundberg	AP	28	Female	Norsk		1954	NO	Akershus	0235	Ullensaker
Carl Otto Saugen	AP	29	Male	Norsk		1956	NO	Akershus	0235	Ullensaker
Bente Hofsløkken	AP	30	Female	Norsk		1954	NO	Akershus	0235	Ullensaker
Gurdev Singh	AP	31	Male	Non	Indian	1969	NO	Akershus	0235	Ullensaker
Solveig-Therese Waler Ingvaldsen	AP	32	Female	Norsk		1972	NO	Akershus	0235	Ullensaker
Reidar Hansen	AP	33	Male	Norsk		1950	NO	Akershus	0235	Ullensaker
Anne Berit Berntsen Moen	AP	34	Female	Norsk		1950	NO	Akershus	0235	Ullensaker
Aleksander Dahl	AP	35	Male	Norsk		1972	NO	Akershus	0235	Ullensaker
Hege Vaaler	AP	36	Female	Norsk		1943	NO	Akershus	0235	Ullensaker
Erland Helbø	AP	37	Male	Norsk		1977	NO	Akershus	0235	Ullensaker
Ursula Frieda Ingrid Winje	AP	38	Female	Norsk		1951	NO	Akershus	0235	Ullensaker
Rakesh Kumar Bhardwaj	AP	39	Male	Non	Indian	1965	NO	Akershus	0235	Ullensaker
Monica Julianna Steen	AP	40	Female	Norsk		1971	NO	Akershus	0235	Ullensaker
Jalil Vahedi	AP	41	Male	Non	Persian	1970	NO	Akershus	0235	Ullensaker
Ingrid Mundal	AP	42	Female	Norsk		1960	NO	Akershus	0235	Ullensaker
Mona Grytøyr	AP	43	Female	Norsk		1969	NO	Akershus	0235	Ullensaker
Øyvind Straume	AP	44	Male	Norsk		1941	NO	Akershus	0235	Ullensaker
Tom Staahle	FRP	1	Male	Norsk		1972	YES	Akershus	0235	Ullensaker
Ståle Lien Hansen	FRP	2	Male	Norsk		1975	YES	Akershus	0235	Ullensaker
Elin Vera Steffenrud Andersen	FRP	3	Female	Norsk		1964	YES	Akershus	0235	Ullensaker
Jorunn Gram Vordal	FRP	4	Female	Norsk		1973	YES	Akershus	0235	Ullensaker
Svein Larsen	FRP	5	Male	Norsk		1957	YES	Akershus	0235	Ullensaker
Sandra Kim Eldevik	FRP	6	Female	Norsk		1995	YES	Akershus	0235	Ullensaker
Jøran Andre Vordal	FRP	7	Male	Norsk		1973	NO	Akershus	0235	Ullensaker
Ingfrid Oddveig Tveit	FRP	8	Female	Norsk		1948	NO	Akershus	0235	Ullensaker
Christopher Vårdal	FRP	9	Male	Norsk		1994	NO	Akershus	0235	Ullensaker
Terje Ugletveit	FRP	10	Male	Norsk		1960	NO	Akershus	0235	Ullensaker
Iver Tokstad	FRP	11	Male	Norsk		1961	NO	Akershus	0235	Ullensaker
Stephanie Chatrina Matheson Ziener	FRP	12	Female	Norsk		1965	NO	Akershus	0235	Ullensaker
Alf Jaran Karlsen	FRP	13	Male	Norsk		1988	NO	Akershus	0235	Ullensaker
Ole-Petter Andersen	FRP	14	Male	Norsk		1987	NO	Akershus	0235	Ullensaker
Cecilie Pedersen	FRP	15	Female	Norsk		1980	NO	Akershus	0235	Ullensaker
Dag Erlend Bakke	FRP	16	Male	Norsk		1971	NO	Akershus	0235	Ullensaker
Knut Torgeir Fjell	FRP	17	Male	Norsk		1932	NO	Akershus	0235	Ullensaker
Anne Aas	FRP	18	Female	Norsk		1955	NO	Akershus	0235	Ullensaker
Trond Arve Fjell	FRP	19	Male	Norsk		1956	NO	Akershus	0235	Ullensaker
Knut Erling Skreden	FRP	20	Male	Norsk		1945	NO	Akershus	0235	Ullensaker
Siw Marlen Michaelsen Andresen	FRP	21	Female	Norsk		1992	NO	Akershus	0235	Ullensaker
Jan Petter Løberg	FRP	22	Male	Norsk		1948	NO	Akershus	0235	Ullensaker
Preben Steffenrud	FRP	23	Male	Norsk		1987	NO	Akershus	0235	Ullensaker
Thore Bråthen	FRP	24	Male	Norsk		1950	NO	Akershus	0235	Ullensaker
Siri Hansen	FRP	25	Female	Norsk		1981	NO	Akershus	0235	Ullensaker
Unni Lund Finkenhavn	FRP	26	Female	Norsk		1963	NO	Akershus	0235	Ullensaker
Jan Tore Isingrud	FRP	27	Male	Norsk		1973	NO	Akershus	0235	Ullensaker
Cato Seterdal Stenmark	FRP	28	Male	Norsk		1975	NO	Akershus	0235	Ullensaker
Henrik Bauer Hansen	FRP	29	Male	Norsk		1979	NO	Akershus	0235	Ullensaker
Guri Njåstein	FRP	30	Female	Norsk		1965	NO	Akershus	0235	Ullensaker
Odd Magne Holter	FRP	31	Male	Norsk		1959	NO	Akershus	0235	Ullensaker
André Jensen	FRP	32	Male	Norsk		1970	NO	Akershus	0235	Ullensaker
Sture Ola Flor Reiss	FRP	33	Male	Norsk		1960	NO	Akershus	0235	Ullensaker
Bjørn Staahle	FRP	34	Male	Norsk		1951	NO	Akershus	0235	Ullensaker
Kjell-Erik Mathisen	FRP	35	Male	Norsk		1971	NO	Akershus	0235	Ullensaker
Kevin Olsen Steffenrud	FRP	36	Male	Norsk		1988	NO	Akershus	0235	Ullensaker
Anita Dræge	FRP	37	Female	Norsk		1962	NO	Akershus	0235	Ullensaker
Stian Rønneberg Stølen	FRP	38	Male	Norsk		1989	NO	Akershus	0235	Ullensaker
Ole Morten Søberg	FRP	39	Male	Norsk		1962	NO	Akershus	0235	Ullensaker
Willy Kvilten	H	1	Male	Norsk		1963	NO	Akershus	0235	Ullensaker
Karianne Raad Wanggaard	H	2	Female	Norsk		1973	NO	Akershus	0235	Ullensaker
Tim Alexander Holmvik	H	3	Male	Norsk		1971	NO	Akershus	0235	Ullensaker
Nina Merete Ellingsen	H	4	Female	Norsk		1967	NO	Akershus	0235	Ullensaker
Martin Willoch Olstad	H	5	Male	Norsk		1996	NO	Akershus	0235	Ullensaker
Chirsten Sophie Castberg	H	6	Female	Norsk		1977	NO	Akershus	0235	Ullensaker
Lars Hilmar Smelror Berge	H	7	Male	Norsk		1972	NO	Akershus	0235	Ullensaker
Solveig Grene Seipæjærvi	H	8	Female	Norsk		1971	NO	Akershus	0235	Ullensaker
Hans Jørgen Borgen	H	9	Male	Norsk		1970	NO	Akershus	0235	Ullensaker
Trude Hov Sørensen	H	10	Female	Norsk		1966	NO	Akershus	0235	Ullensaker
Dag Gunnar Schøyen	H	11	Male	Norsk		1945	NO	Akershus	0235	Ullensaker
Nadia Kristine Warvik Voukelatos	H	12	Female	Non	South Slavic	1976	NO	Akershus	0235	Ullensaker
Morten Henrik Soma	H	13	Male	Norsk		1954	NO	Akershus	0235	Ullensaker
Siv Samstad Kjøbli	H	14	Female	Norsk		1982	NO	Akershus	0235	Ullensaker
Lars Vidvei	H	15	Male	Norsk		1963	NO	Akershus	0235	Ullensaker
Eve Munthe-Kaas	H	16	Female	Norsk		1952	NO	Akershus	0235	Ullensaker
Mahmood Ahmad	H	17	Male	Non	Turkish	1979	NO	Akershus	0235	Ullensaker
Elisabeth Bjørge	H	18	Female	Norsk		1948	NO	Akershus	0235	Ullensaker
Mirnes Balagic	H	19	Male	Non	South Slavic	1992	NO	Akershus	0235	Ullensaker
Even Mølmshaug	H	20	Male	Norsk		1961	NO	Akershus	0235	Ullensaker
Christian Walan	H	21	Male	Norsk		1971	NO	Akershus	0235	Ullensaker
Linda Kristine Taraldsen	H	22	Female	Norsk		1986	NO	Akershus	0235	Ullensaker
Øyvind Frigaard	H	23	Male	Norsk		1971	NO	Akershus	0235	Ullensaker
Morten Unger	H	24	Male	Norsk		1951	NO	Akershus	0235	Ullensaker
Dagfinn Schultz	H	25	Male	Norsk		1956	NO	Akershus	0235	Ullensaker
Yvonne Fleischer	H	26	Female	Norsk		1990	NO	Akershus	0235	Ullensaker
Stig Gunleiksrud	H	27	Male	Norsk		1969	NO	Akershus	0235	Ullensaker
Ole Morten Jahren	H	28	Male	Norsk		1949	NO	Akershus	0235	Ullensaker
Karin Mette Ormstad	H	29	Female	Norsk		1945	NO	Akershus	0235	Ullensaker
Kjell Steinar Pedersen	H	30	Male	Norsk		1957	NO	Akershus	0235	Ullensaker
Olav Nils Nordgarden	H	31	Male	Norsk		1941	NO	Akershus	0235	Ullensaker
Kenneth Johansen	H	32	Male	Norsk		1968	NO	Akershus	0235	Ullensaker
Nils Halaas	H	33	Male	Norsk		1942	NO	Akershus	0235	Ullensaker
Tom Johan Norseth	H	34	Male	Norsk		1958	NO	Akershus	0235	Ullensaker
Cora Halsan	H	35	Female	Norsk		1947	NO	Akershus	0235	Ullensaker
Hans Petter Lindstad	H	36	Male	Norsk		1963	NO	Akershus	0235	Ullensaker
Arne Viktor Koss	H	37	Male	Norsk		1940	NO	Akershus	0235	Ullensaker
Ole Gunnar Willersrud	H	38	Male	Norsk		1942	NO	Akershus	0235	Ullensaker
Sonja Adriansen	H	39	Female	Norsk		1931	NO	Akershus	0235	Ullensaker
Kristian Hannestad	H	40	Male	Norsk		1975	NO	Akershus	0235	Ullensaker
Terje Øverby Kålhus	H	41	Male	Norsk		1966	NO	Akershus	0235	Ullensaker
Leiv Bleidin	H	42	Male	Norsk		1946	NO	Akershus	0235	Ullensaker
Anne-Turid Steinsvik	H	43	Female	Norsk		1944	NO	Akershus	0235	Ullensaker
Edin Alisic	H	44	Male	Non	South Slavic	1965	NO	Akershus	0235	Ullensaker
Bjørn Ramm	H	45	Male	Norsk		1959	NO	Akershus	0235	Ullensaker
Hans Christian Thulin Wilhelmsen	H	46	Male	Norsk		1973	NO	Akershus	0235	Ullensaker
Jon Ferdinand Finne	H	47	Male	Norsk		1970	NO	Akershus	0235	Ullensaker
Karl Sigurd Kjos	H	48	Male	Norsk		1992	NO	Akershus	0235	Ullensaker
Freddy Kørra-Østby	H	49	Male	Norsk		1978	NO	Akershus	0235	Ullensaker
Gunnar Lusth Gabrielsen	H	50	Male	Norsk		1970	NO	Akershus	0235	Ullensaker
Halldis Helleberg	H	51	Female	Norsk		1944	NO	Akershus	0235	Ullensaker
Lise Kragset Furuseth	KRF	1	Female	Norsk		1973	YES	Akershus	0235	Ullensaker
Bjarte Vollebæk	KRF	2	Male	Norsk		1978	YES	Akershus	0235	Ullensaker
Svein Arne Holst-Larsen	KRF	3	Male	Norsk		1962	YES	Akershus	0235	Ullensaker
Dagny Rise Laache	KRF	4	Female	Norsk		1964	NO	Akershus	0235	Ullensaker
Per-Kristian Bandlien	KRF	5	Male	Norsk		1971	NO	Akershus	0235	Ullensaker
Svein Arne Kværner	KRF	6	Male	Norsk		1959	NO	Akershus	0235	Ullensaker
Anne-Marie Vatnar Andersen	KRF	7	Female	Norsk		1939	NO	Akershus	0235	Ullensaker
Erik Øiesvold	KRF	8	Male	Norsk		1955	NO	Akershus	0235	Ullensaker
Anne Berit Laache	KRF	9	Female	Norsk		1952	NO	Akershus	0235	Ullensaker
Sverre Kragset	KRF	10	Male	Norsk		1944	NO	Akershus	0235	Ullensaker
